siteID,country,species,commonName,category
78,Belgium,Field grass,Field grass,Forbs
78,Belgium,Grain peas,Grain peas,Forbs
78,Belgium,Viburnum opulus,Guelder-rose,Shrubs
78,Belgium,Crataegus spp.,Hawthorn,Shrubs
78,Belgium,Juglans hybride,Hybrid Walnut,Trees
78,Belgium,Sorbus aucuparia,Rowan,Trees
105,Germany,Cormus domestica,Service Tree,Trees
78,Belgium,Corylus colurna,Turkish Hazel,Trees
137,Germany,Triticum aestivum,Common Wheat,Forbs
78,Belgium,Prunus avium,Wild Cherry,Trees
79,Belgium,Clover,Clover,Forbs
79,Belgium,Sambucus nigra,Elder,Shrubs
79,Belgium,Field grass,Field grass,Forbs
79,Belgium,Crataegus spp.,Hawthorn,Shrubs
79,Belgium,Juglans regia,Persian Walnut,Trees
5,Germany,Alnus rubra,Red Alder,Trees
80,Belgium,Malus domestica,Apple,Trees
80,Belgium,Rubus fruticosus,Blackberry,Shrubs
80,Belgium,Ribes spp.,Currant,Shrubs
80,Belgium,Vitis vinifera,Grapevine,Shrubs
80,Belgium,Juglans regia,Persian Walnut,Trees
80,Belgium,Rubus idaeus,Raspberry,Shrubs
80,Belgium,Salix spp.,Willow,Trees
81,Belgium,Corn,Corn,Forbs
81,Belgium,Fagus sylvatica,European Beech,Trees
81,Belgium,Field grass,Field grass,Forbs
81,Belgium,Zea mays,Maize,Forbs
81,Belgium,Quercus robur,Pedunculate Oak,Trees
81,Belgium,Solanum tuberosum,Potatoes,Forbs
142,Germany,Triticum aestivum,Common Wheat,Forbs
82,Belgium,Malus domestica,Apple,Trees
82,Belgium,Rubus fruticosus,Blackberry,Shrubs
82,Belgium,Vaccinium spp.,Blueberry,Shrubs
82,Belgium,Ribes spp.,Currant,Shrubs
82,Belgium,Cornus spp.,Dogwood,Shrubs
82,Belgium,Pyrus communis,Pear,Trees
82,Belgium,Prunus domestica,Plum,Trees
82,Belgium,Rubus idaeus,Raspberry,Shrubs
82,Belgium,Vegetables,Vegetables,Forbs
83,Belgium,Malus domestica,Apple,Trees
83,Belgium,Fraxinus spp.,Ash,Trees
83,Belgium,Prunus spinosa,Blackthorn,Shrubs
83,Belgium,Cornus mas,Cornelian Cherry,Shrubs
83,Belgium,Rosa canina,Dog Rose,Shrubs
83,Belgium,Flowers,Flowers,Forbs
83,Belgium,Crataegus spp.,Hawthorn,Shrubs
83,Belgium,Ornamental plants,Ornamental plants,Forbs
83,Belgium,Pyrus communis,Pear,Trees
83,Belgium,Juglans regia,Persian Walnut,Trees
83,Belgium,Prunus domestica,Plum,Trees
83,Belgium,Vegetables,Vegetables,Forbs
83,Belgium,Prunus avium,Wild Cherry,Trees
84,Belgium,Prunus amygdalus,Almond,Trees
84,Belgium,Corylus avellana,European Hazel,Shrubs
84,Belgium,Field grass,Field grass,Forbs
84,Belgium,Carya illinoinensis,Pecan,Trees
84,Belgium,Juglans regia,Persian Walnut,Trees
85,Belgium,Prunus amygdalus,Almond,Trees
85,Belgium,Malus domestica,Apple,Trees
85,Belgium,Pyrus pyrifolia,Asian Pear,Trees
85,Belgium,Morus nigra,Black Mulberry,Trees
85,Belgium,Rubus fruticosus,Blackberry,Shrubs
85,Belgium,Vaccinium spp.,Blueberry,Shrubs
85,Belgium,Ribes spp.,Currant,Shrubs
85,Belgium,Corylus avellana,European Hazel,Shrubs
85,Belgium,Lonicera caerulea,Honeyberry,Shrubs
85,Belgium,Crataegus germanica,Medlar,Trees
85,Belgium,Pyrus communis,Pear,Trees
85,Belgium,Juglans regia,Persian Walnut,Trees
85,Belgium,Prunus domestica,Plum,Trees
85,Belgium,Poultry,Poultry,Animals
85,Belgium,Prunus cerasus,Sour Cherry,Trees
85,Belgium,Vegetables,Vegetables,Forbs
85,Belgium,Morus alba,White Mulberry,Trees
85,Belgium,Prunus avium,Wild Cherry,Trees
86,Belgium,Sambucus nigra,Elder,Shrubs
86,Belgium,Corylus avellana,European Hazel,Shrubs
86,Belgium,Crataegus spp.,Hawthorn,Shrubs
86,Belgium,Juglans regia,Persian Walnut,Trees
86,Belgium,Vegetables,Vegetables,Forbs
87,Belgium,Prunus padus,Bird Cherry,Trees
87,Belgium,Vaccinium spp.,Blueberry,Shrubs
87,Belgium,Clover,Clover,Forbs
87,Belgium,Corylus avellana,European Hazel,Shrubs
87,Belgium,Ilex aquifolium,Holly,Shrubs
87,Belgium,Juglans regia,Persian Walnut,Trees
87,Belgium,Populus spp.,Poplar,Trees
87,Belgium,Quercus petraea,Sessile Oak,Trees
87,Belgium,Castanea sativa,Sweet Chestnut,Trees
149,Germany,Triticum aestivum,Common Wheat,Forbs
87,Belgium,Salix spp.,Willow,Trees
88,Belgium,Sambucus nigra,Elder,Shrubs
88,Belgium,Corylus avellana,European Hazel,Shrubs
88,Belgium,Crataegus spp.,Hawthorn,Shrubs
88,Belgium,Juglans regia,Persian Walnut,Trees
88,Belgium,Vegetables,Vegetables,Forbs
89,Belgium,Corylus avellana,European Hazel,Shrubs
89,Belgium,Field grass,Field grass,Forbs
89,Belgium,Goats,Goats,Animals
89,Belgium,Quercus spp.,Oak,Trees
89,Belgium,Juglans regia,Persian Walnut,Trees
89,Belgium,Sheep,Sheep,Animals
89,Belgium,Castanea sativa,Sweet Chestnut,Trees
89,Belgium,Vegetables,Vegetables,Forbs
89,Belgium,Prunus avium,Wild Cherry,Trees
90,Belgium,Prunus spinosa,Blackthorn,Shrubs
90,Belgium,Cornus spp.,Dogwood,Shrubs
90,Belgium,Sambucus nigra,Elder,Shrubs
90,Belgium,Corylus avellana,European Hazel,Shrubs
90,Belgium,Crataegus spp.,Hawthorn,Shrubs
90,Belgium,Juglans ailantifolia,Japanese Walnut,Trees
90,Belgium,Carya illinoinensis,Pecan,Trees
90,Belgium,Juglans regia,Persian Walnut,Trees
68,UK,Alnus spp.,Alder (general),Trees
91,Belgium,Malus domestica,Apple,Trees
91,Belgium,Prunus padus,Bird Cherry,Trees
91,Belgium,Aronia melanocarpa,Black Chokeberry,Shrubs
91,Belgium,Cornus mas,Cornelian Cherry,Shrubs
91,Belgium,Corylus avellana,European Hazel,Shrubs
91,Belgium,Field grass,Field grass,Forbs
91,Belgium,Crataegus germanica,Medlar,Trees
91,Belgium,Quercus spp.,Oak,Trees
91,Belgium,Pyrus communis,Pear,Trees
91,Belgium,Juglans regia,Persian Walnut,Trees
91,Belgium,Prunus domestica,Plum,Trees
91,Belgium,Cydonia oblonga,Quince,Trees
91,Belgium,Prunus cerasus,Sour Cherry,Trees
91,Belgium,Castanea sativa,Sweet Chestnut,Trees
91,Belgium,Prunus avium,Wild Cherry,Trees
92,Belgium,Prunus amygdalus,Almond,Trees
92,Belgium,Malus domestica,Apple,Trees
92,Belgium,Morus nigra,Black Mulberry,Trees
92,Belgium,Ribes spp.,Currant,Shrubs
92,Belgium,Corylus avellana,European Hazel,Shrubs
92,Belgium,Actinidia arguta,Hardy Kiwi,Shrubs
92,Belgium,Prunus domestica,Plum,Trees
92,Belgium,Cydonia oblonga,Quince,Trees
92,Belgium,Vegetables,Vegetables,Forbs
92,Belgium,Morus alba,White Mulberry,Trees
93,Belgium,Field grass,Field grass,Forbs
93,Belgium,Populus spp.,Poplar,Trees
93,Belgium,Salix spp.,Willow,Trees
94,Belgium,Field grass,Field grass,Forbs
94,Belgium,Juglans regia,Persian Walnut,Trees
95,Belgium,Malus domestica,Apple,Trees
95,Belgium,Ribes spp.,Currant,Shrubs
95,Belgium,Pyrus communis,Pear,Trees
95,Belgium,Prunus domestica,Plum,Trees
95,Belgium,Vegetables,Vegetables,Forbs
95,Belgium,Prunus avium,Wild Cherry,Trees
96,Belgium,Malus domestica,Apple,Trees
96,Belgium,Barley,Barley,Forbs
96,Belgium,Cornus spp.,Dogwood,Shrubs
96,Belgium,Sambucus nigra,Elder,Shrubs
96,Belgium,Corylus avellana,European Hazel,Shrubs
96,Belgium,Juglans regia,Persian Walnut,Trees
96,Belgium,Populus spp.,Poplar,Trees
96,Belgium,Rapeseed,Rapeseed,Forbs
107,Germany,Cormus domestica,Service Tree,Trees
96,Belgium,Quercus petraea,Sessile Oak,Trees
96,Belgium,Castanea sativa,Sweet Chestnut,Trees
96,Belgium,Corylus colurna,Turkish Hazel,Trees
96,Belgium,Prunus avium,Wild Cherry,Trees
108,Germany,Cormus domestica,Service Tree,Trees
97,Belgium,Malus domestica,Apple,Trees
97,Belgium,Ribes spp.,Currant,Shrubs
97,Belgium,Pyrus communis,Pear,Trees
97,Belgium,Rubus idaeus,Raspberry,Shrubs
97,Belgium,Vegetables,Vegetables,Forbs
98,Belgium,Corylus avellana,European Hazel,Shrubs
98,Belgium,Field grass,Field grass,Forbs
98,Belgium,Juglans regia,Persian Walnut,Trees
99,Belgium,Corylus avellana,European Hazel,Shrubs
99,Belgium,Crataegus spp.,Hawthorn,Shrubs
99,Belgium,Quercus spp.,Oak,Trees
99,Belgium,Juglans regia,Persian Walnut,Trees
99,Belgium,Solanum tuberosum,Potatoes,Forbs
99,Belgium,Rapeseed,Rapeseed,Forbs
99,Belgium,Sugar beet,Sugar Beet,Forbs
151,Germany,Triticum aestivum,Common Wheat,Forbs
100,Belgium,Malus domestica,Apple,Trees
100,Belgium,Ligustrum vulgare,Common Privet,Trees
100,Belgium,Acer campestre,Field Maple,Trees
100,Belgium,Grapevine,Grapevine,Forbs
100,Belgium,Pyrus communis,Pear,Trees
100,Belgium,Juglans regia,Persian Walnut,Trees
100,Belgium,Prunus avium,Wild Cherry,Trees
101,Belgium,Malus domestica,Apple,Trees
101,Belgium,Prunus spinosa,Blackthorn,Shrubs
101,Belgium,Cornus mas,Cornelian Cherry,Shrubs
101,Belgium,Vitis vinifera,Grapevine,Shrubs
101,Belgium,Grapevine,Grapevine,Forbs
101,Belgium,Crataegus spp.,Hawthorn,Shrubs
101,Belgium,Quercus spp.,Oak,Trees
101,Belgium,Prunus persica,Peach,Trees
101,Belgium,Pyrus communis,Pear,Trees
101,Belgium,Juglans regia,Persian Walnut,Trees
101,Belgium,Prunus domestica,Plum,Trees
101,Belgium,Cydonia oblonga,Quince,Trees
101,Belgium,Castanea sativa,Sweet Chestnut,Trees
101,Belgium,Prunus avium,Wild Cherry,Trees
102,Belgium,Malus domestica,Apple,Trees
102,Belgium,Pyrus communis,Pear,Trees
102,Belgium,Prunus domestica,Plum,Trees
102,Belgium,Vegetables,Vegetables,Forbs
103,Belgium,Malus domestica,Apple,Trees
103,Belgium,Prunus spinosa,Blackthorn,Shrubs
103,Belgium,Corylus avellana,European Hazel,Shrubs
103,Belgium,Crataegus spp.,Hawthorn,Shrubs
103,Belgium,Pyrus communis,Pear,Trees
103,Belgium,Juglans regia,Persian Walnut,Trees
103,Belgium,Prunus domestica,Plum,Trees
103,Belgium,Hippophae rhamnoides,Sea-buckthorn,Shrubs
103,Belgium,Vegetables,Vegetables,Forbs
80,Belgium,Alnus spp.,Alder (general),Trees
104,Germany,Betula spp.,Birch,Trees
104,Germany,Robinia pseudoacacia,Black Locust,Trees
104,Germany,Juglans nigra,Black Walnut,Trees
104,Germany,Malus sylvestris,European Crab Apple,Trees
104,Germany,Corylus avellana,European Hazel,Shrubs
104,Germany,Acer spp.,Maple,Trees
104,Germany,Quercus spp.,Oak,Trees
104,Germany,Pyrus communis,Pear,Trees
109,Germany,Cormus domestica,Service Tree,Trees
104,Germany,Castanea sativa,Sweet Chestnut,Trees
110,Germany,Cormus domestica,Service Tree,Trees
105,Germany,Malus domestica,Apple,Trees
105,Germany,Barley,Barley,Forbs
105,Germany,Juglans nigra,Black Walnut,Trees
105,Germany,Field beans,Field beans,Forbs
105,Germany,Field grass,Field grass,Forbs
105,Germany,Lupine,Lupine,Forbs
105,Germany,Pyrus communis,Pear,Trees
105,Germany,Rapeseed,Rapeseed,Forbs
115,Germany,Cormus domestica,Service Tree,Trees
161,Germany,Triticum aestivum,Common Wheat,Forbs
105,Germany,Prunus avium,Wild Cherry,Trees
121,Germany,Cormus domestica,Service Tree,Trees
106,Germany,Malus domestica,Apple,Trees
106,Germany,Prunus padus,Bird Cherry,Trees
106,Germany,Robinia pseudoacacia,Black Locust,Trees
106,Germany,Juglans nigra,Black Walnut,Trees
106,Germany,Rubus fruticosus,Blackberry,Shrubs
106,Germany,Prunus spinosa,Blackthorn,Shrubs
106,Germany,Cornus mas,Cornelian Cherry,Shrubs
106,Germany,Rosa canina,Dog Rose,Shrubs
106,Germany,Cornus spp.,Dogwood,Shrubs
106,Germany,Sambucus nigra,Elder,Shrubs
106,Germany,Ulmus spp.,Elm,Trees
106,Germany,Corylus avellana,European Hazel,Shrubs
106,Germany,Carpinus betulus,European Hornbeam,Trees
106,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
106,Germany,Crataegus spp.,Hawthorn,Shrubs
106,Germany,Acer spp.,Maple,Trees
106,Germany,Quercus spp.,Oak,Trees
106,Germany,Prunus domestica,Plum,Trees
106,Germany,Populus spp.,Poplar,Trees
106,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
106,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
106,Germany,Prunus avium,Wild Cherry,Trees
106,Germany,Salix spp.,Willow,Trees
107,Germany,Robinia pseudoacacia,Black Locust,Trees
107,Germany,Acer spp.,Maple,Trees
107,Germany,Pyrus communis,Pear,Trees
107,Germany,Sorbus aucuparia,Rowan,Trees
107,Germany,Secale cereale,Rye,Forbs
124,Germany,Cormus domestica,Service Tree,Trees
126,Germany,Cormus domestica,Service Tree,Trees
108,Germany,Malus domestica,Apple,Trees
108,Germany,Betula spp.,Birch,Trees
108,Germany,Juglans nigra,Black Walnut,Trees
108,Germany,Rubus fruticosus,Blackberry,Shrubs
108,Germany,Prunus spinosa,Blackthorn,Shrubs
108,Germany,Vaccinium spp.,Blueberry,Shrubs
108,Germany,Cornus mas,Cornelian Cherry,Shrubs
108,Germany,Cornus spp.,Dogwood,Shrubs
108,Germany,Sambucus nigra,Elder,Shrubs
108,Germany,Malus sylvestris,European Crab Apple,Trees
108,Germany,Corylus avellana,European Hazel,Shrubs
108,Germany,Carpinus betulus,European Hornbeam,Trees
108,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
108,Germany,Crataegus spp.,Hawthorn,Shrubs
108,Germany,Acer spp.,Maple,Trees
108,Germany,Quercus spp.,Oak,Trees
108,Germany,Pyrus communis,Pear,Trees
108,Germany,Pyrus communis,Pear,Trees
108,Germany,Prunus domestica,Plum,Trees
108,Germany,Populus spp.,Poplar,Trees
108,Germany,Rubus idaeus,Raspberry,Shrubs
108,Germany,Sorbus aucuparia,Rowan,Trees
108,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
129,Germany,Cormus domestica,Service Tree,Trees
108,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
108,Germany,Castanea sativa,Sweet Chestnut,Trees
108,Germany,Prunus avium,Wild Cherry,Trees
138,Germany,Cormus domestica,Service Tree,Trees
108,Germany,Salix spp.,Willow,Trees
91,Belgium,Alnus spp.,Alder (general),Trees
109,Germany,Malus domestica,Apple,Trees
109,Germany,Fraxinus spp.,Ash,Trees
109,Germany,Betula spp.,Birch,Trees
109,Germany,Prunus padus,Bird Cherry,Trees
109,Germany,Juglans nigra,Black Walnut,Trees
109,Germany,Rubus fruticosus,Blackberry,Shrubs
109,Germany,Prunus spinosa,Blackthorn,Shrubs
109,Germany,Vaccinium spp.,Blueberry,Shrubs
109,Germany,Cornus mas,Cornelian Cherry,Shrubs
109,Germany,Rosa canina,Dog Rose,Shrubs
109,Germany,Cornus spp.,Dogwood,Shrubs
109,Germany,Sambucus nigra,Elder,Shrubs
109,Germany,Malus sylvestris,European Crab Apple,Trees
109,Germany,Corylus avellana,European Hazel,Shrubs
109,Germany,Carpinus betulus,European Hornbeam,Trees
109,Germany,Field beans,Field beans,Forbs
109,Germany,Field grass,Field grass,Forbs
109,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
109,Germany,Crataegus spp.,Hawthorn,Shrubs
109,Germany,Tilia spp.,Lime,Trees
109,Germany,Lupine,Lupine,Forbs
109,Germany,Acer spp.,Maple,Trees
109,Germany,Quercus spp.,Oak,Trees
109,Germany,Pyrus communis,Pear,Trees
109,Germany,Pyrus communis,Pear,Trees
109,Germany,Prunus domestica,Plum,Trees
109,Germany,Solanum tuberosum,Potatoes,Forbs
109,Germany,Rapeseed,Rapeseed,Forbs
109,Germany,Sorbus aucuparia,Rowan,Trees
109,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
141,Germany,Cormus domestica,Service Tree,Trees
109,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
109,Germany,Castanea sativa,Sweet Chestnut,Trees
109,Germany,Vegetables,Vegetables,Forbs
109,Germany,Prunus avium,Wild Cherry,Trees
109,Germany,Salix spp.,Willow,Trees
104,Germany,Alnus spp.,Alder (general),Trees
110,Germany,Malus domestica,Apple,Trees
110,Germany,Fraxinus spp.,Ash,Trees
110,Germany,Betula spp.,Birch,Trees
110,Germany,Prunus padus,Bird Cherry,Trees
110,Germany,Juglans nigra,Black Walnut,Trees
110,Germany,Rubus fruticosus,Blackberry,Shrubs
110,Germany,Prunus spinosa,Blackthorn,Shrubs
110,Germany,Vaccinium spp.,Blueberry,Shrubs
110,Germany,Cornus mas,Cornelian Cherry,Shrubs
110,Germany,Rosa canina,Dog Rose,Shrubs
110,Germany,Cornus spp.,Dogwood,Shrubs
110,Germany,Sambucus nigra,Elder,Shrubs
110,Germany,Malus sylvestris,European Crab Apple,Trees
110,Germany,Corylus avellana,European Hazel,Shrubs
110,Germany,Carpinus betulus,European Hornbeam,Trees
110,Germany,Field beans,Field beans,Forbs
110,Germany,Field grass,Field grass,Forbs
110,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
110,Germany,Crataegus spp.,Hawthorn,Shrubs
110,Germany,Tilia spp.,Lime,Trees
110,Germany,Lupine,Lupine,Forbs
110,Germany,Acer spp.,Maple,Trees
110,Germany,Quercus spp.,Oak,Trees
110,Germany,Pyrus communis,Pear,Trees
110,Germany,Pyrus communis,Pear,Trees
110,Germany,Prunus domestica,Plum,Trees
110,Germany,Solanum tuberosum,Potatoes,Forbs
110,Germany,Rapeseed,Rapeseed,Forbs
110,Germany,Sorbus aucuparia,Rowan,Trees
110,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
149,Germany,Cormus domestica,Service Tree,Trees
110,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
110,Germany,Castanea sativa,Sweet Chestnut,Trees
110,Germany,Vegetables,Vegetables,Forbs
110,Germany,Prunus avium,Wild Cherry,Trees
110,Germany,Salix spp.,Willow,Trees
111,Germany,Corylus avellana,European Hazel,Shrubs
111,Germany,Salix spp.,Willow,Trees
112,Germany,Malus domestica,Apple,Trees
112,Germany,Juglans nigra,Black Walnut,Trees
112,Germany,Prunus domestica,Plum,Trees
112,Germany,Populus spp.,Poplar,Trees
112,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
112,Germany,Castanea sativa,Sweet Chestnut,Trees
113,Germany,Medicago sativa,Alfalfa,Forbs
113,Germany,Castanea sativa,Sweet Chestnut,Trees
150,Germany,Cormus domestica,Service Tree,Trees
114,Germany,Malus domestica,Apple,Trees
114,Germany,Ribes spp.,Currant,Shrubs
114,Germany,Sambucus nigra,Elder,Shrubs
114,Germany,Vitis vinifera,Grapevine,Shrubs
114,Germany,Prunus persica,Peach,Trees
114,Germany,Pyrus communis,Pear,Trees
114,Germany,Prunus domestica,Plum,Trees
114,Germany,Populus spp.,Poplar,Trees
114,Germany,Paulownia tomentosa,Princess Tree,Trees
114,Germany,Vegetables,Vegetables,Forbs
114,Germany,Prunus avium,Wild Cherry,Trees
114,Germany,Salix spp.,Willow,Trees
115,Germany,Rosa canina,Dog Rose,Shrubs
115,Germany,Sambucus nigra,Elder,Shrubs
115,Germany,Quercus spp.,Oak,Trees
115,Germany,Pyrus communis,Pear,Trees
115,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
158,Germany,Cormus domestica,Service Tree,Trees
159,Germany,Cormus domestica,Service Tree,Trees
115,Germany,Salix spp.,Willow,Trees
116,Germany,Malus domestica,Apple,Trees
116,Germany,Vegetables,Vegetables,Forbs
117,Germany,Betula spp.,Birch,Trees
117,Germany,Juglans nigra,Black Walnut,Trees
117,Germany,Rosa canina,Dog Rose,Shrubs
117,Germany,Corylus avellana,European Hazel,Shrubs
117,Germany,Carpinus betulus,European Hornbeam,Trees
117,Germany,Crataegus spp.,Hawthorn,Shrubs
117,Germany,Tilia spp.,Lime,Trees
117,Germany,Acer spp.,Maple,Trees
117,Germany,Quercus spp.,Oak,Trees
117,Germany,Pyrus communis,Pear,Trees
117,Germany,Populus spp.,Poplar,Trees
117,Germany,Rubus idaeus,Raspberry,Shrubs
117,Germany,Sorbus aucuparia,Rowan,Trees
117,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
117,Germany,Castanea sativa,Sweet Chestnut,Trees
117,Germany,Sorbus aria,Whitebeam,Trees
118,Germany,Malus domestica,Apple,Trees
118,Germany,Juglans nigra,Black Walnut,Trees
118,Germany,Cornus mas,Cornelian Cherry,Shrubs
118,Germany,Rosa canina,Dog Rose,Shrubs
118,Germany,Sambucus nigra,Elder,Shrubs
118,Germany,Malus sylvestris,European Crab Apple,Trees
118,Germany,Corylus avellana,European Hazel,Shrubs
118,Germany,Crataegus spp.,Hawthorn,Shrubs
118,Germany,Acer spp.,Maple,Trees
118,Germany,Quercus spp.,Oak,Trees
118,Germany,Pyrus communis,Pear,Trees
118,Germany,Pyrus communis,Pear,Trees
118,Germany,Prunus domestica,Plum,Trees
118,Germany,Populus spp.,Poplar,Trees
118,Germany,Sorbus aucuparia,Rowan,Trees
118,Germany,Castanea sativa,Sweet Chestnut,Trees
161,Germany,Cormus domestica,Service Tree,Trees
118,Germany,Salix spp.,Willow,Trees
119,Germany,Malus domestica,Apple,Trees
119,Germany,Juglans nigra,Black Walnut,Trees
119,Germany,Rubus fruticosus,Blackberry,Shrubs
119,Germany,Pyrus communis,Pear,Trees
119,Germany,Prunus domestica,Plum,Trees
119,Germany,Rubus idaeus,Raspberry,Shrubs
119,Germany,Prunus avium,Wild Cherry,Trees
120,Germany,Malus domestica,Apple,Trees
120,Germany,Juglans nigra,Black Walnut,Trees
120,Germany,Prunus spinosa,Blackthorn,Shrubs
120,Germany,Cornus mas,Cornelian Cherry,Shrubs
120,Germany,Sambucus nigra,Elder,Shrubs
120,Germany,Corylus avellana,European Hazel,Shrubs
120,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
120,Germany,Crataegus spp.,Hawthorn,Shrubs
120,Germany,Pyrus communis,Pear,Trees
120,Germany,Prunus domestica,Plum,Trees
120,Germany,Vegetables,Vegetables,Forbs
120,Germany,Prunus avium,Wild Cherry,Trees
121,Germany,Medicago sativa,Alfalfa,Forbs
121,Germany,Malus domestica,Apple,Trees
121,Germany,Juglans nigra,Black Walnut,Trees
121,Germany,Rubus fruticosus,Blackberry,Shrubs
121,Germany,Vaccinium spp.,Blueberry,Shrubs
121,Germany,Cornus mas,Cornelian Cherry,Shrubs
121,Germany,Rosa canina,Dog Rose,Shrubs
121,Germany,Cornus spp.,Dogwood,Shrubs
121,Germany,Sambucus nigra,Elder,Shrubs
121,Germany,Malus sylvestris,European Crab Apple,Trees
121,Germany,Corylus avellana,European Hazel,Shrubs
121,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
121,Germany,Pyrus communis,Pear,Trees
121,Germany,Pyrus communis,Pear,Trees
121,Germany,Prunus domestica,Plum,Trees
121,Germany,Rubus idaeus,Raspberry,Shrubs
121,Germany,Hippophae rhamnoides,Sea-buckthorn,Shrubs
163,Germany,Cormus domestica,Service Tree,Trees
121,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
121,Germany,Castanea sativa,Sweet Chestnut,Trees
121,Germany,Vegetables,Vegetables,Forbs
121,Germany,Sorbus aria,Whitebeam,Trees
121,Germany,Prunus avium,Wild Cherry,Trees
164,Germany,Cormus domestica,Service Tree,Trees
122,Germany,Malus domestica,Apple,Trees
122,Germany,Barley,Barley,Forbs
122,Germany,Juglans nigra,Black Walnut,Trees
122,Germany,Corn,Corn,Forbs
122,Germany,Zea mays,Maize,Forbs
122,Germany,Pyrus communis,Pear,Trees
122,Germany,Rapeseed,Rapeseed,Forbs
122,Germany,Secale cereale,Rye,Forbs
163,Germany,Triticum aestivum,Common Wheat,Forbs
166,Germany,Cormus domestica,Service Tree,Trees
123,Germany,Malus domestica,Apple,Trees
123,Germany,Juglans nigra,Black Walnut,Trees
123,Germany,Prunus spinosa,Blackthorn,Shrubs
123,Germany,Cornus mas,Cornelian Cherry,Shrubs
123,Germany,Sambucus nigra,Elder,Shrubs
123,Germany,Corylus avellana,European Hazel,Shrubs
123,Germany,Lonicera xylosteum,Fly Honeysuckle,Shrubs
123,Germany,Crataegus spp.,Hawthorn,Shrubs
123,Germany,Pyrus communis,Pear,Trees
123,Germany,Prunus domestica,Plum,Trees
123,Germany,Vegetables,Vegetables,Forbs
123,Germany,Prunus avium,Wild Cherry,Trees
124,Germany,Alnus spp.,Alder (general),Trees
124,Germany,Barley,Barley,Forbs
124,Germany,Quercus spp.,Oak,Trees
124,Germany,Populus spp.,Poplar,Trees
176,Germany,Cormus domestica,Service Tree,Trees
124,Germany,Castanea sativa,Sweet Chestnut,Trees
124,Germany,Acer pseudoplatanus,Sycamore Maple,Trees
178,Germany,Cormus domestica,Service Tree,Trees
125,Germany,Malus domestica,Apple,Trees
125,Germany,Vaccinium spp.,Blueberry,Shrubs
125,Germany,Pyrus communis,Pear,Trees
125,Germany,Rubus idaeus,Raspberry,Shrubs
125,Germany,Vegetables,Vegetables,Forbs
126,Germany,Alnus spp.,Alder (general),Trees
126,Germany,Malus domestica,Apple,Trees
126,Germany,Juglans nigra,Black Walnut,Trees
126,Germany,Rubus fruticosus,Blackberry,Shrubs
126,Germany,Cornus mas,Cornelian Cherry,Shrubs
126,Germany,Tilia spp.,Lime,Trees
126,Germany,Pyrus communis,Pear,Trees
126,Germany,Prunus domestica,Plum,Trees
126,Germany,Rubus idaeus,Raspberry,Shrubs
180,Czechia,Cormus domestica,Service Tree,Trees
126,Germany,Amelanchier lamarckii,Snowy Mespilus,Shrubs
126,Germany,Castanea sativa,Sweet Chestnut,Trees
126,Germany,Vegetables,Vegetables,Forbs
126,Germany,Prunus avium,Wild Cherry,Trees
127,Germany,Juglans nigra,Black Walnut,Trees
127,Germany,Field grass,Field grass,Forbs
128,Germany,Malus domestica,Apple,Trees
128,Germany,Pyrus communis,Pear,Trees
128,Germany,Rubus idaeus,Raspberry,Shrubs
128,Germany,Salix spp.,Willow,Trees
129,Germany,Malus domestica,Apple,Trees
129,Germany,Betula spp.,Birch,Trees
129,Germany,Juglans nigra,Black Walnut,Trees
129,Germany,Corylus avellana,European Hazel,Shrubs
129,Germany,Sorbus aucuparia,Rowan,Trees
236,Germany,Cormus domestica,Service Tree,Trees
129,Germany,Sorbus aria,Whitebeam,Trees
129,Germany,Prunus avium,Wild Cherry,Trees
250,Germany,Cormus domestica,Service Tree,Trees
129,Germany,Salix spp.,Willow,Trees
130,Germany,Fraxinus spp.,Ash,Trees
130,Germany,Prunus padus,Bird Cherry,Trees
130,Germany,Corylus avellana,European Hazel,Shrubs
130,Germany,Carpinus betulus,European Hornbeam,Trees
130,Germany,Tilia spp.,Lime,Trees
130,Germany,Acer spp.,Maple,Trees
130,Germany,Quercus spp.,Oak,Trees
130,Germany,Populus spp.,Poplar,Trees
130,Germany,Castanea sativa,Sweet Chestnut,Trees
131,Germany,Juglans nigra,Black Walnut,Trees
